Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Co-Applicant,Transaction_Frequency,Default_Risk,Loan_Approval_Status
447,Male,18,Married,3,Postgraduate,Self-Employed,Business,Rural,31049,4348,503,2,8258,22218,0,11894,71,Personal,7.53,No,17,0.99,0
450,Female,40,Married,0,Graduate,Unemployed,Professional,Urban,138315,1197,708,2,23614,5651,0,20264,32,Education,8.74,No,11,0.24,0
451,Male,22,Single,3,High School,Self-Employed,Business,Urban,61491,729,433,2,37376,11648,0,21609,228,Education,10.91,No,28,0.76,0
453,Male,42,Married,1,High School,Employed,Freelancer,Urban,54803,776,718,1,43764,16006,0,20000,42,Personal,9.63,Yes,20,0.67,0
455,Female,37,Single,0,High School,Self-Employed,Business,Urban,116407,2090,716,2,37066,5119,0,26658,175,Personal,11.56,No,15,0.99,1
460,Male,31,Single,3,High School,Self-Employed,Salaried,Suburban,64593,4206,848,0,27188,17753,0,20000,180,Personal,12.17,No,17,0.49,1
463,Male,46,Single,2,High School,Self-Employed,Business,Urban,51788,1642,497,1,44188,26503,0,20445,177,Education,14.25,Yes,5,0.94,1
466,Female,42,Married,1,Postgraduate,Self-Employed,Business,Suburban,134664,3018,809,1,15773,8343,0,20667,202,Personal,5.52,No,6,0.24,1
467,Male,45,Married,3,Postgraduate,Unemployed,Freelancer,Urban,50605,1663,735,2,32654,2017,0,20000,157,Personal,11.32,Yes,9,0.5,1
471,Female,44,Single,3,Postgraduate,Employed,Professional,Urban,75994,678,765,1,11346,27816,0,22513,230,Education,8.66,No,23,0.72,1
472,Male,31,Single,1,Graduate,Employed,Freelancer,Urban,25029,1115,339,1,21737,4382,0,5006,207,Personal,6.68,No,15,0.28,0
474,Male,28,Single,2,Graduate,Unemployed,Professional,Urban,58009,2497,473,0,45669,12850,0,6958,157,Education,4.0,No,11,0.73,0
476,Female,22,Married,2,High School,Employed,Salaried,Suburban,25412,2315,439,0,1021,15042,1,8672,125,Personal,10.08,No,9,0.82,0
478,Male,37,Divorced,3,Graduate,Employed,Business,Urban,146340,4592,785,1,38801,27927,1,20466,141,Personal,13.06,Yes,15,0.82,1
479,Female,44,Divorced,3,High School,Self-Employed,Freelancer,Suburban,58267,3714,507,2,19598,14086,0,8844,196,Personal,4.17,Yes,21,0.25,0
485,Male,29,Divorced,2,High School,Unemployed,Freelancer,Urban,58758,1342,817,2,31320,12595,0,20000,71,Personal,11.69,Yes,21,0.8,1
489,Female,52,Married,0,High School,Employed,Professional,Suburban,28216,556,397,1,21968,11383,0,9563,87,Education,11.68,Yes,17,0.39,0
490,Male,37,Single,1,Graduate,Unemployed,Salaried,Urban,27612,1887,368,2,39759,26270,0,8597,174,Education,9.41,Yes,24,0.77,0
494,Female,37,Married,2,Graduate,Employed,Business,Rural,130634,3052,733,2,23512,17012,0,37407,49,Personal,8.78,Yes,28,0.37,1
495,Female,40,Single,3,High School,Self-Employed,Professional,Urban,63021,3241,784,0,30445,23418,1,20000,89,Education,10.35,Yes,19,0.54,1
499,Female,21,Single,2,Graduate,Self-Employed,Freelancer,Urban,62190,4407,425,1,13780,7105,0,12364,17,Education,13.03,No,29,0.5,0
503,Male,36,Married,3,Postgraduate,Employed,Professional,Suburban,87709,4117,755,0,5361,25703,1,20251,85,Personal,10.96,No,9,0.7,1
504,Female,36,Married,2,High School,Self-Employed,Business,Suburban,67327,3113,465,1,32886,16264,0,5676,96,Personal,10.81,No,16,0.3,0
506,Male,34,Divorced,2,Graduate,Employed,Freelancer,Rural,109905,3890,798,0,14995,1345,0,20789,196,Education,12.86,No,27,0.58,1
507,Male,24,Married,1,Graduate,Self-Employed,Salaried,Suburban,33158,2168,378,0,1155,3118,0,7832,81,Education,6.02,No,27,0.15,0
509,Male,63,Married,1,Graduate,Employed,Salaried,Urban,28116,2209,523,0,47489,5778,0,8351,34,Personal,8.46,No,19,0.89,1
510,Male,56,Single,3,Graduate,Self-Employed,Professional,Suburban,27050,3813,547,2,39989,21738,0,6747,197,Education,11.31,Yes,14,0.36,0
511,Male,45,Married,0,High School,Unemployed,Business,Urban,147799,1020,779,2,39395,18734,1,24460,71,Personal,9.61,No,27,0.64,1
519,Female,64,Single,2,Graduate,Employed,Freelancer,Suburban,64942,1166,536,1,4791,22758,0,16892,93,Education,10.68,No,24,0.96,0
523,Female,43,Married,3,High School,Unemployed,Freelancer,Rural,53750,3043,365,2,48294,10977,0,14695,239,Personal,14.33,No,16,0.67,0
524,Female,21,Single,1,High School,Unemployed,Freelancer,Urban,30429,1869,421,0,38641,17258,0,10361,130,Personal,13.19,No,28,0.06,0
529,Male,31,Divorced,2,High School,Unemployed,Salaried,Rural,121665,623,764,2,35257,3457,0,24208,148,Education,7.14,Yes,10,0.21,1
531,Female,25,Married,0,High School,Unemployed,Salaried,Urban,20190,1680,469,1,42121,9074,0,6773,215,Personal,11.58,Yes,29,0.68,1
534,Male,33,Divorced,3,High School,Self-Employed,Freelancer,Urban,94938,718,810,1,48638,2388,0,25933,141,Personal,5.92,No,26,0.63,0
535,Male,58,Married,0,Postgraduate,Employed,Freelancer,Urban,62942,791,527,1,12114,14578,0,15964,219,Personal,9.34,No,28,0.96,1
537,Male,68,Married,3,Graduate,Self-Employed,Business,Urban,28804,1591,324,2,46579,6169,1,5973,142,Personal,7.18,No,17,0.81,0
538,Male,45,Single,0,Graduate,Employed,Professional,Urban,94225,1012,732,2,31940,13534,0,24212,168,Education,3.61,Yes,5,0.09,0
539,Female,35,Single,2,Postgraduate,Unemployed,Business,Urban,89565,2172,762,2,8150,8622,0,25287,237,Personal,7.67,Yes,26,0.54,1
543,Female,35,Married,0,Graduate,Unemployed,Professional,Urban,59015,4461,733,0,28454,5382,1,20000,94,Personal,4.43,Yes,15,0.91,1
544,Male,32,Married,0,High School,Employed,Freelancer,Urban,53880,4536,730,1,2293,15640,0,20000,43,Personal,6.33,Yes,17,0.15,1
545,Female,27,Single,0,Graduate,Unemployed,Business,Rural,70273,3926,731,0,48174,12514,0,20686,192,Education,9.02,Yes,11,0.9,0
546,Female,38,Divorced,2,High School,Unemployed,Business,Urban,115174,711,716,0,44984,10032,0,29682,182,Education,10.71,No,15,0.72,0
552,Male,69,Single,1,High School,Employed,Salaried,Suburban,34415,1227,378,0,6961,15952,0,10828,167,Personal,6.0,No,10,0.01,0
554,Female,30,Single,1,Graduate,Unemployed,Professional,Suburban,136426,4234,807,2,47072,21116,0,24350,208,Personal,10.64,Yes,8,0.47,1
557,Female,38,Married,2,High School,Employed,Business,Rural,128458,4350,804,0,3165,4584,0,24032,69,Education,8.9,No,23,0.49,1
559,Female,52,Single,3,Graduate,Employed,Business,Urban,29242,1077,476,0,18606,17610,0,5168,84,Personal,7.62,No,28,0.09,0
562,Male,25,Married,2,Graduate,Employed,Professional,Urban,70297,990,738,1,21248,5399,0,20079,213,Personal,5.1,Yes,25,0.25,1
563,Female,35,Single,3,Graduate,Self-Employed,Freelancer,Urban,142510,766,786,0,34074,15591,0,25844,133,Personal,12.14,Yes,17,0.6,1
564,Female,25,Single,2,High School,Self-Employed,Professional,Rural,141589,2941,768,0,23025,8266,1,30149,48,Personal,12.93,Yes,14,0.3,1
567,Female,33,Married,1,Graduate,Self-Employed,Salaried,Rural,111346,3243,708,0,9613,16721,0,28666,95,Education,5.1,No,23,0.48,1
570,Female,45,Married,1,High School,Employed,Business,Urban,110079,3634,772,2,5643,24946,0,27879,84,Education,14.64,No,27,0.94,1
573,Female,42,Married,2,Graduate,Employed,Freelancer,Urban,109483,869,745,2,9111,26975,0,24545,13,Personal,12.94,No,18,0.97,1
574,Female,35,Married,2,High School,Employed,Salaried,Suburban,110155,3806,728,2,13874,333,0,26416,214,Education,7.6,No,20,0.22,1
577,Male,42,Married,0,Graduate,Self-Employed,Professional,Urban,69627,3824,778,1,43267,9079,0,20630,93,Personal,6.13,Yes,20,0.16,1
579,Female,44,Single,3,Postgraduate,Self-Employed,Professional,Rural,147344,4706,740,2,36732,29043,0,22254,202,Personal,10.12,Yes,5,0.43,1
580,Female,28,Divorced,3,High School,Unemployed,Professional,Suburban,107615,4439,811,0,33950,23573,0,28948,90,Education,11.94,No,8,0.83,1
582,Female,26,Single,1,High School,Employed,Freelancer,Urban,69826,1695,592,1,10083,4965,0,27156,219,Education,7.3,No,26,0.16,0
586,Male,33,Married,0,High School,Employed,Business,Urban,61314,4103,761,0,21336,24323,1,20000,196,Education,14.51,No,6,0.31,1
591,Female,34,Married,0,Graduate,Self-Employed,Salaried,Rural,130136,2648,724,0,37968,13451,0,30950,42,Education,11.27,Yes,25,0.87,1
592,Male,33,Married,1,High School,Employed,Freelancer,Urban,89772,4342,747,2,2893,4626,1,25546,92,Education,12.56,No,11,0.59,1
595,Female,50,Married,3,High School,Unemployed,Professional,Urban,67805,2129,370,1,26452,14913,0,27094,204,Personal,4.85,No,8,0.01,0
597,Male,47,Single,3,Graduate,Employed,Freelancer,Urban,73882,2693,794,0,42283,25153,1,20808,129,Education,6.71,Yes,19,0.73,1
598,Male,33,Married,3,Postgraduate,Employed,Freelancer,Rural,97766,2244,745,1,41495,2981,0,29178,119,Education,10.63,Yes,15,0.36,1
601,Female,29,Single,2,Postgraduate,Employed,Freelancer,Suburban,79262,945,748,1,48399,5328,0,21195,73,Education,11.08,No,8,0.18,1
604,Male,38,Single,0,Graduate,Employed,Freelancer,Rural,63241,752,726,1,3749,19504,1,20000,218,Personal,6.21,Yes,23,0.02,1
605,Male,32,Married,0,Graduate,Unemployed,Freelancer,Suburban,126238,2722,784,2,1564,11721,0,28771,166,Education,10.3,Yes,7,0.05,1
607,Female,45,Married,3,Graduate,Employed,Professional,Urban,136337,896,740,1,7131,11761,1,37302,200,Education,12.02,No,13,0.58,1
608,Male,35,Married,1,Graduate,Employed,Business,Urban,72100,4590,847,1,18384,3431,0,20092,91,Personal,7.91,Yes,11,0.45,1
610,Male,45,Single,1,Graduate,Employed,Professional,Suburban,127475,3881,800,0,49041,22048,0,29625,223,Personal,7.53,No,11,0.8,1
611,Male,47,Married,3,High School,Employed,Salaried,Urban,56622,1661,799,2,42611,15232,0,20000,101,Education,13.67,No,29,0.96,0
614,Female,34,Single,2,High School,Self-Employed,Business,Urban,99628,1783,732,2,23879,24544,0,27130,16,Personal,14.1,No,6,0.33,0
615,Male,24,Married,1,High School,Self-Employed,Professional,Urban,61730,4241,507,1,14891,28661,1,16221,25,Education,11.12,Yes,27,0.79,0
624,Male,47,Married,2,Graduate,Employed,Business,Urban,148385,1716,741,2,25062,2915,1,29375,27,Personal,6.79,No,29,0.68,0
627,Female,47,Single,1,Postgraduate,Employed,Professional,Urban,84993,1951,801,0,39670,14766,0,23227,176,Personal,8.57,No,19,0.3,1
628,Female,41,Single,0,High School,Unemployed,Professional,Suburban,23227,1309,387,1,21170,28491,0,8509,235,Education,9.51,Yes,10,0.24,0
637,Male,27,Married,2,Graduate,Employed,Salaried,Suburban,122676,1182,750,1,39244,23586,0,23007,35,Personal,13.54,Yes,23,0.25,1
638,Male,26,Married,2,Graduate,Employed,Salaried,Urban,99950,671,831,1,20,6591,0,26650,211,Education,9.37,No,27,0.5,0
641,Male,47,Married,0,Postgraduate,Unemployed,Freelancer,Urban,148313,4813,704,1,16649,17898,0,22638,197,Education,9.0,No,7,0.8,1
643,Female,48,Single,2,Graduate,Unemployed,Salaried,Rural,125165,2000,748,2,27814,7905,0,33650,61,Education,6.31,Yes,6,0.91,0
648,Male,47,Married,1,Graduate,Employed,Business,Suburban,81637,4442,737,2,25209,13242,0,20596,227,Education,5.83,No,24,0.57,1
654,Male,69,Single,0,Postgraduate,Employed,Salaried,Urban,28115,1888,545,1,6974,29253,0,7639,209,Personal,4.6,No,6,0.06,0
655,Female,36,Single,3,High School,Employed,Professional,Suburban,66037,2730,835,0,48147,10283,0,20000,63,Personal,10.33,Yes,5,0.96,1
656,Male,37,Married,1,Graduate,Self-Employed,Salaried,Rural,142193,2580,830,0,24120,19763,0,27681,206,Personal,10.24,No,17,0.18,1
657,Male,32,Married,0,Postgraduate,Unemployed,Salaried,Urban,132087,2569,795,0,25912,8195,0,30306,217,Personal,7.72,No,9,0.88,1
663,Female,39,Single,1,High School,Unemployed,Professional,Urban,110548,4290,766,1,18189,22581,0,24196,158,Education,9.9,Yes,26,0.27,1
665,Female,29,Single,2,High School,Self-Employed,Business,Rural,84093,4081,734,0,46708,21226,0,20683,136,Personal,7.69,No,27,0.33,1
666,Female,39,Single,1,High School,Employed,Salaried,Urban,124906,1744,784,1,19605,6473,0,30467,176,Education,12.79,No,13,0.31,0
668,Female,42,Married,1,Graduate,Employed,Salaried,Suburban,50191,4374,764,0,35732,18238,0,20000,233,Education,4.17,Yes,10,0.3,1
669,Male,46,Married,2,Postgraduate,Employed,Freelancer,Rural,73358,3672,772,2,12666,28572,0,21367,137,Education,3.68,Yes,27,0.51,1
672,Male,34,Single,2,High School,Employed,Freelancer,Suburban,30965,2799,419,2,43451,937,1,10534,43,Personal,6.1,Yes,5,0.8,0
674,Female,45,Married,0,Graduate,Self-Employed,Freelancer,Suburban,87490,4416,793,0,38329,20798,0,21510,144,Education,7.72,Yes,21,0.95,1
675,Male,38,Single,0,Graduate,Employed,Professional,Urban,96248,4368,750,1,37996,15844,0,27796,133,Education,14.05,No,23,0.33,1
678,Female,43,Married,1,Graduate,Employed,Salaried,Urban,52286,4095,811,0,30456,20198,0,20000,139,Personal,8.28,Yes,20,0.26,1
679,Female,30,Single,1,Graduate,Unemployed,Freelancer,Suburban,62446,2947,301,1,41076,11850,0,13657,149,Education,11.7,Yes,13,0.25,0
681,Female,62,Single,2,Graduate,Self-Employed,Professional,Urban,22216,1440,549,0,30895,11859,1,8282,171,Personal,10.16,No,8,0.1,0
687,Female,40,Married,0,Graduate,Self-Employed,Business,Urban,109081,2580,800,0,31844,4780,1,25170,38,Education,6.46,No,19,0.58,1
688,Female,35,Single,0,Graduate,Employed,Professional,Suburban,143435,3199,825,0,9094,2320,0,35056,46,Personal,3.82,No,15,0.41,0
696,Male,29,Married,0,Graduate,Employed,Salaried,Urban,74820,4270,802,0,43863,26971,0,20109,225,Personal,4.4,Yes,15,0.25,1
697,Female,41,Divorced,1,Graduate,Employed,Business,Urban,70644,3556,748,2,8811,6532,0,20214,224,Personal,10.52,Yes,28,0.73,1
698,Female,48,Married,1,High School,Self-Employed,Professional,Urban,91187,2689,775,1,36516,4623,0,22992,127,Education,11.1,Yes,10,0.26,1
699,Female,26,Divorced,3,Graduate,Employed,Business,Suburban,58614,1417,781,2,10911,29078,1,20000,234,Personal,7.43,Yes,9,0.72,1
702,Female,34,Married,0,Graduate,Employed,Salaried,Urban,112248,563,832,0,29960,22890,1,26728,161,Education,4.03,Yes,6,0.77,1
705,Female,32,Married,3,High School,Employed,Freelancer,Suburban,148709,2678,841,2,25841,29446,0,35032,91,Personal,12.44,No,19,0.33,1
709,Female,40,Married,0,High School,Unemployed,Freelancer,Suburban,66386,2827,802,2,11762,14327,0,20000,56,Personal,7.7,No,13,0.18,1
710,Male,44,Divorced,2,High School,Self-Employed,Professional,Suburban,76215,1541,761,2,28619,15062,0,22238,71,Education,13.82,No,13,0.29,1
713,Female,33,Married,1,High School,Employed,Professional,Urban,135297,1958,701,2,37687,5581,0,31123,141,Education,13.22,Yes,6,0.66,1
715,Male,26,Married,3,Graduate,Employed,Professional,Suburban,91500,1963,795,0,39047,29542,0,24427,62,Education,12.31,No,16,0.21,0
716,Male,27,Married,0,High School,Employed,Salaried,Urban,44574,2898,475,2,4448,22816,0,16852,41,Personal,5.25,Yes,28,0.7,0
718,Female,38,Single,3,Graduate,Employed,Freelancer,Suburban,53321,2324,314,2,45686,15545,0,18386,157,Education,8.95,Yes,6,0.85,0
719,Female,47,Single,1,High School,Employed,Salaried,Suburban,52016,1711,843,2,11072,23949,0,20000,40,Education,6.77,Yes,17,0.99,0
722,Female,37,Single,3,High School,Unemployed,Salaried,Urban,137244,3428,842,1,45864,22713,1,24807,105,Education,12.93,No,12,0.03,1
724,Male,56,Single,2,High School,Unemployed,Business,Suburban,58884,2423,356,1,39516,25323,0,5692,151,Personal,13.56,No,8,0.9,0
725,Male,33,Married,3,High School,Self-Employed,Business,Rural,142540,3669,834,0,36380,9828,0,40419,171,Personal,9.82,Yes,8,0.94,1
730,Female,29,Single,2,High School,Employed,Professional,Urban,134556,547,810,0,30726,20875,0,35478,82,Education,12.91,No,23,0.69,1
733,Female,33,Single,2,Graduate,Self-Employed,Salaried,Urban,118219,4478,818,2,43254,22774,1,31572,156,Personal,9.32,No,29,0.47,1
735,Male,41,Single,3,Postgraduate,Unemployed,Business,Rural,64456,4064,789,2,11842,11104,0,20000,86,Personal,10.0,Yes,22,0.38,1
737,Male,44,Single,1,High School,Employed,Professional,Urban,55371,1763,704,1,39550,2313,0,20000,136,Education,13.92,Yes,17,0.22,1
741,Male,43,Single,3,Postgraduate,Unemployed,Freelancer,Suburban,115938,2705,797,1,22385,9136,0,22008,207,Personal,9.75,Yes,6,0.1,1
742,Female,38,Single,0,Graduate,Employed,Business,Urban,79651,830,754,1,17659,24609,0,22311,201,Personal,10.46,No,21,0.12,1
749,Female,60,Married,3,Postgraduate,Employed,Salaried,Suburban,37893,1553,446,2,8311,28110,0,9058,41,Personal,10.31,Yes,16,0.1,0
752,Female,45,Single,2,Graduate,Unemployed,Business,Urban,31881,4240,462,1,17921,24120,0,11720,189,Personal,14.65,Yes,29,0.2,1
753,Male,34,Divorced,0,Graduate,Employed,Salaried,Suburban,139546,4323,765,0,36543,9920,0,29264,105,Personal,5.91,No,8,0.84,1
759,Male,55,Married,1,Graduate,Employed,Business,Suburban,42377,4693,337,0,43751,18999,0,13971,149,Education,7.62,Yes,6,0.69,0
760,Female,27,Married,0,Graduate,Self-Employed,Business,Suburban,35733,1552,549,2,42742,12258,0,12489,175,Education,11.61,Yes,18,0.13,0
764,Female,28,Single,0,High School,Self-Employed,Business,Urban,69081,716,359,0,44501,5911,0,16886,105,Education,9.05,Yes,18,0.44,0
770,Female,24,Married,1,High School,Unemployed,Freelancer,Suburban,33124,1598,539,1,14466,467,0,9066,224,Education,10.5,Yes,11,0.57,0
771,Male,30,Divorced,1,Graduate,Self-Employed,Professional,Urban,122363,4966,739,0,7490,6513,0,31371,100,Education,12.64,Yes,9,0.62,1
773,Male,39,Single,2,High School,Unemployed,Business,Urban,136120,4370,825,1,26247,23955,0,35417,136,Personal,11.08,Yes,27,0.58,1
775,Female,41,Divorced,2,Graduate,Self-Employed,Professional,Suburban,33298,3711,558,2,35427,9923,0,11325,32,Education,12.84,Yes,9,1.0,0
776,Female,38,Married,1,Graduate,Unemployed,Business,Rural,146398,511,723,0,11361,25606,0,24906,203,Education,12.13,Yes,6,0.78,0
780,Male,48,Married,0,High School,Unemployed,Freelancer,Urban,147546,3203,716,1,3773,29463,0,39471,31,Education,6.88,No,23,0.23,1
784,Male,46,Divorced,0,Graduate,Self-Employed,Salaried,Urban,78752,2327,793,0,23399,2608,0,21867,81,Personal,6.02,No,8,0.4,1
785,Male,34,Single,3,High School,Unemployed,Professional,Suburban,76841,2564,736,0,30714,28964,0,20734,179,Personal,8.66,No,19,0.45,1
786,Male,23,Married,3,Postgraduate,Unemployed,Salaried,Urban,54945,1549,580,2,4535,11331,0,18054,79,Personal,7.21,Yes,14,0.01,0
788,Female,28,Married,2,High School,Employed,Salaried,Rural,124831,531,814,0,29670,17337,1,21115,15,Education,11.06,No,26,0.2,1
789,Female,26,Single,3,High School,Unemployed,Freelancer,Suburban,98921,2903,760,0,42611,27980,0,22873,208,Education,12.86,Yes,28,0.79,1
795,Male,46,Single,0,Graduate,Employed,Salaried,Rural,89278,3502,807,1,9142,21291,0,24036,171,Personal,13.8,No,5,0.48,1
800,Female,58,Divorced,2,High School,Unemployed,Salaried,Urban,27281,742,427,0,26170,14621,0,6279,196,Education,7.81,No,7,0.76,0
802,Female,37,Married,2,Graduate,Self-Employed,Freelancer,Suburban,106708,551,785,2,25082,19364,0,31633,19,Education,9.91,Yes,12,0.98,1
803,Female,27,Single,2,Graduate,Unemployed,Freelancer,Urban,122337,3045,841,1,29882,13770,0,31273,56,Personal,5.26,Yes,8,0.73,0
805,Female,47,Married,3,Postgraduate,Employed,Salaried,Suburban,89347,3443,719,1,24119,8790,0,20622,119,Personal,14.19,Yes,17,0.19,1
808,Male,49,Divorced,2,Postgraduate,Employed,Professional,Urban,42124,1126,320,0,10126,11489,0,16759,60,Education,9.5,Yes,13,0.41,0
824,Female,32,Single,0,High School,Employed,Salaried,Suburban,62021,2029,711,2,26565,18585,0,20000,210,Personal,6.25,Yes,5,0.64,1
828,Male,33,Married,2,High School,Employed,Salaried,Urban,112223,4818,832,0,28390,4193,0,21730,20,Personal,4.98,Yes,21,0.28,0
829,Male,47,Married,0,Graduate,Employed,Salaried,Suburban,43705,3781,425,2,47984,4179,0,13680,171,Personal,14.8,No,25,0.75,0
834,Male,29,Single,2,High School,Unemployed,Salaried,Urban,92913,3853,846,0,4677,15837,1,23974,89,Education,9.28,No,9,0.47,1
836,Male,31,Single,1,Graduate,Self-Employed,Professional,Urban,109585,1885,806,1,18948,21710,0,26593,41,Education,13.47,No,11,0.94,1
838,Female,38,Married,1,Graduate,Self-Employed,Freelancer,Urban,105332,1950,740,1,10862,22751,1,30623,64,Personal,12.55,Yes,28,0.66,1
840,Female,25,Married,0,Graduate,Employed,Business,Urban,98645,1869,736,2,42995,13354,0,26386,94,Personal,7.98,Yes,29,0.1,1
842,Female,41,Single,0,Graduate,Self-Employed,Business,Rural,56426,1194,707,1,12344,19591,0,20000,110,Personal,6.89,No,18,0.94,1
843,Male,43,Married,1,Graduate,Employed,Business,Suburban,124498,2208,807,1,41825,14986,0,32115,227,Education,8.37,Yes,25,0.91,1
844,Male,23,Divorced,2,Postgraduate,Unemployed,Freelancer,Rural,27782,666,307,0,11501,2809,0,11110,209,Personal,12.98,Yes,14,0.14,1
846,Female,32,Married,3,Postgraduate,Employed,Salaried,Urban,53396,1400,736,2,32902,22556,0,20000,44,Personal,6.1,No,28,0.56,1
849,Female,34,Married,2,High School,Employed,Salaried,Suburban,137366,4915,822,0,35271,12935,0,34080,163,Personal,11.38,No,18,0.13,1
850,Female,41,Married,3,Postgraduate,Employed,Freelancer,Urban,111775,872,768,2,32414,3326,0,20659,33,Personal,5.58,No,18,0.9,1
